Temps execution: 0.00145331 secondes
Ratio page fault: 24.4%
Succes TLB: 5.5%
40946	8434	47858	51
16778	48010	48010	16
27159	28695	47895	69
24324	1540	47876	0
32450	7106	48066	16
9108	48276	48276	0
65305	30489	48153	0
19575	22647	48247	-35
11117	40045	48237	0
65170	48530	48530	63
58013	3229	48541	0
61676	23276	48620	0
63510	28182	48406	63
17458	41010	48434	63
54675	48787	48787	100
1713	43697	48817	0
55105	5185	48705	0
65321	30505	48681	0
45278	49118	49118	44
26256	49296	49296	0
64198	4550	49350	25
29441	49409	49409	0
1928	33160	49544	0
39425	43265	49409	0
32000	49664	49664	0
28549	28037	49797	0
46295	50135	50135	53
22772	3060	50164	0
58228	34164	50036	0
63525	28197	49957	0
32602	9562	50010	45
46195	50035	50035	28
55849	34601	49961	0
46454	50294	50294	45
7487	6207	50239	79
33879	42071	50263	85
42004	46100	50196	0
8599	20119	50327	101
18641	5585	50385	0
49015	50551	50551	-35
26830	42702	50638	47
34754	18114	50626	47
14668	33356	50508	0
38362	20442	50650	47
38791	46983	50567	-31
4171	50763	50763	18
45975	51095	51095	-27
14623	33311	50975	-57
62393	23993	51129	0
64658	6546	51090	44
10963	12499	51155	-12
9058	48226	51042	44
51031	42839	51031	-43
32425	7081	51113	0
45483	45995	51115	-22
44611	11075	51011	-48
63664	28336	51120	0
54920	3720	51080	0
7663	6383	51183	-5
56480	51360	51360	0
1489	51665	51665	0
28438	27926	51478	1
65449	30633	51625	0
12441	45209	51609	0
58530	15522	51618	1
63570	28242	51538	1
26251	49291	51595	98
15972	21092	51556	0
35826	44018	51698	1
5491	21619	51571	92
54253	51949	51949	0
49655	45559	51959	-3
5868	52204	52204	0
20163	40643	52163	-80
51079	42887	52103	-95
21398	9110	52118	5
32756	9716	52212	0
64196	4548	52164	0
43218	17618	52178	5
21583	52303	52303	19
25086	52734	52734	24
45515	46027	52683	114
12893	30301	52573	0
22914	52866	52866	22
58969	14937	52825	0
20094	40574	52862	22
13730	53154	53154	13
44059	53275	53275	6
28931	16387	53251	0
13533	36317	53469	0
33134	53614	53614	32
28483	27971	53571	80
1220	40900	53700	0
38174	20254	53534	32
53502	35582	53758	32
43328	29504	53568	0
4970	13674	53610	32
8090	33946	53658	32
2661	53861	53861	0
53903	54159	54159	-93
11025	39953	54033	0
26627	42499	54019	-128
18117	18885	54213	0
14505	5801	54185	0
61528	23128	54104	0
20423	16839	54215	-79
26962	26962	54098	52
36392	14376	54056	0
11365	54373	54373	0
50882	26306	54466	11
41668	41924	54468	0
30497	16161	54305	0
36216	54648	54648	0
5619	21747	54771	124
36983	18295	54647	93
59557	26021	54693	0
36663	35639	54583	77
36436	14420	54612	0
37057	18369	54721	0
23585	54817	54817	0
58791	55207	55207	105
46666	55370	55370	45
64475	5083	55515	-74
21615	52335	55407	-101
41090	8834	55426	45
1771	43755	55531	-70
47513	32153	55449	0
39338	55722	55722	38
1390	51566	55662	38
38772	46964	55668	0
58149	34085	55589	0
7196	43036	55580	0
9123	48291	55715	104
7491	6211	55619	80
62616	408	55704	0
15436	31820	55628	0
17491	41043	55635	84
53656	920	55704	0
26449	24401	55633	0
34935	26743	55671	93
19864	36504	55704	0
51388	32700	55740	0
15155	32307	55603	76
64775	2055	55559	65
47969	25697	55649	0
16315	55995	55995	-18
1342	51518	55870	15
51185	42993	56049	0
6043	9371	55963	-26
21398	9110	55958	15
3273	40393	56009	0
9370	22938	55962	15
35463	56199	56199	-95
28205	34861	56109	0
2351	4655	56111	-117
28999	16455	56135	-111
47699	56403	56403	-108
46870	19734	56342	46
22311	11303	56359	-119
22124	56684	56684	0
22427	11419	56731	-90
49344	8640	56768	0
23224	36024	56760	0
5514	21642	56714	21
20504	56856	56856	0
376	57208	57208	0
2014	33246	57310	0
38700	46892	57132	0
13098	44330	57130	0
62435	24035	57315	120
48046	25774	57262	0
63464	17128	57320	0
12798	31230	57342	0
51178	42986	57322	0
8627	20147	57267	108
27083	27083	57291	114
47198	29790	57182	0
44021	57589	57589	0
32792	4120	57368	0
43996	57564	57564	0
41126	8870	57510	42
64244	4596	57588	0
37047	18359	57527	-19
60281	57721	57721	0
52904	47784	57768	0
7768	57944	57944	0
55359	58175	58175	15
3230	40350	58270	54
44813	13069	58125	0
4116	50708	58132	0
65222	48582	58310	54
28083	3507	58291	44
60660	7412	58356	0
39	58407	58407	9
328	57160	58440	0
47868	56572	58620	0
13009	30417	58577	0
22378	11370	58474	0
39304	55688	58504	0
11171	40099	58531	40
8079	33935	58511	35
52879	47759	58511	35
5123	15107	58371	0
4356	58628	58628	0
45745	7857	58801	0
32952	4280	58808	0
4657	27697	58673	0
24142	33614	58702	4
23319	20503	58647	69
13607	53031	58663	73
46304	50144	58848	0
17677	9741	58637	0
59691	47403	58667	74
50967	42775	58647	69
7817	57993	58761	0
8545	20065	58721	0
55297	58113	58625	0
52954	47834	58842	4
39720	38184	58664	0
18455	5399	58647	69
30349	59021	59021	0
63270	16934	58918	29
27156	28692	58900	0
20614	56966	59014	29
19372	14252	59052	0
48689	32817	58929	0
49386	8682	59114	29
50584	18584	59032	0
51936	27360	59104	0
34705	18065	59025	0
13653	53077	58965	0
50077	59293	59293	0
54518	19446	59382	48
41482	41738	59146	48
4169	50761	59209	0
36118	54550	59158	48
9584	59504	59504	0
18490	5434	59450	9
55420	58236	59516	0
5708	52044	59468	0
23506	20690	59602	9
15391	31775	59423	71
36368	14352	59408	0
38976	3904	59456	0
50406	14054	59622	9
49236	8532	59476	0
65035	48395	59403	66
30120	680	59560	0
62551	343	59479	85
46809	55513	59609	0
21687	52407	59575	109
53839	54095	59471	83
2098	35122	59442	9
12364	45132	59468	0
45366	45878	59446	9
50437	18437	59397	0
36675	35651	59459	80
55382	58198	59478	9
11846	59718	59718	11
49127	50663	59879	-71
19900	36540	59836	0
20554	56906	59722	11
19219	14099	59667	-124
51483	15899	59675	-122
58090	3306	59882	11
39074	4002	59810	11
16060	21180	59836	0
10447	14799	59855	-77
54169	51865	59801	0
20634	56986	59802	11
57555	38099	59859	-76
61210	42266	59674	11
269	57101	59661	0
33154	53634	59778	11
64487	5095	59879	-71
61223	42279	59687	-119
47292	29884	59836	0
21852	24156	59740	0
5281	15265	59809	0
45912	51032	59736	0
32532	9492	59668	0
63067	22107	59739	-106
41683	41939	59859	-76
20981	39157	59893	0
33881	42073	59737	0
41785	38713	59705	0
4580	58852	59876	0
41389	25005	59821	0
28572	28060	59804	0
782	7950	59662	11
30273	58945	59713	0
62267	23867	59707	-114
17922	18690	59650	11
63238	16902	59654	11
3308	40428	59884	0
26545	24497	59825	0
44395	44907	59755	-102
39120	4048	59856	0
21706	52426	59850	11
7144	26600	59880	0
30244	58916	59684	0
3725	10125	59789	0
54632	48744	59752	0
30574	16238	59758	11
8473	19993	59673	0
12386	45154	59746	11
41114	8858	59802	11
57930	3146	59722	11
15341	32493	59885	0
15598	31982	59886	11
59922	10514	59666	11
18226	2354	59698	11
48162	17698	59682	11
41250	24866	59682	11
1512	51688	59880	0
2546	4850	59890	11
41682	41938	59858	11
322	57154	59714	11
880	8048	59760	0
20891	39067	59803	-90
56604	13340	59676	0
40166	1254	59878	11
26791	42663	59815	-87
44560	11024	59664	0
38698	46890	59690	11
64127	4479	59775	-97
15028	24756	59828	0
38669	46861	59661	0
45637	7749	59717	0
43151	17551	59791	-93
9465	23033	59897	0
2498	4802	59842	11
13978	31386	59802	11
16326	56006	59846	11
51442	32754	59890	11
34845	26653	59677	0
63667	28339	59827	-84
39370	55754	59850	11
55671	60023	60023	93
64496	5104	60144	0
7767	57943	59991	85
6283	7563	60043	98
55884	34636	59980	0
61103	6063	60079	107
10184	60360	60360	0
39543	43383	60279	-35
9555	59475	60243	-44
13963	31371	60299	-30
58975	14943	60255	-41
19537	22609	60241	0
6101	9429	60373	0
41421	25037	60365	0
45502	46014	60350	9
29328	37008	60304	0
8149	34005	60373	0
25450	60522	60522	24
58944	14912	60480	0
50666	18666	60650	24
23084	35884	60460	0
36468	14452	60532	0
33645	60781	60781	0
25002	52650	60842	32
53715	979	60883	-12
60173	57613	60685	0
46354	50194	60690	32
4708	27748	60772	0
28208	34864	60720	0
58844	55260	60892	0
22173	56733	60829	0
8535	20055	60759	-43
42261	10773	60693	0
29687	49655	60919	-3
37799	29351	60839	-23
22566	2854	60710	32
62520	312	60728	0
4098	50690	60674	32
47999	25727	60799	-33
49660	45564	60924	0
37063	18375	60871	-15
41856	38784	60800	0
5417	21545	60713	0
48856	32984	60888	0
10682	27578	60858	32
22370	11362	60770	32
63281	16945	60721	0
62452	24052	60916	0
50532	18532	60772	0
9022	48190	60734	32
59300	10404	60836	0
58660	55076	60708	0
56401	51281	60753	0
8518	20038	60742	32
63066	22106	60762	32
63250	16914	60690	32
48592	2000	60880	0
28771	1379	60771	-40
37673	29225	60713	0
60776	23656	60776	0
56438	51318	60790	32
60424	7176	60680	0
39993	1081	60729	0
56004	34756	60868	0
59002	14970	60794	32
33982	42174	60862	32
25498	60570	60826	32
57047	37591	60887	-11
1401	51577	60793	0
15130	32282	60698	32
42960	19664	60880	0
61827	22403	60803	-32
32442	7098	60858	32
64304	4912	60720	0
30273	58945	60737	0
38082	37314	60866	32
22404	11396	60804	0
3808	10208	60896	0
16883	48115	60915	-4
23111	35911	60743	-47
62417	24017	60881	0
60364	57804	60876	0
4542	58814	60862	32
14829	33517	60909	0
44964	13220	60836	0
33924	42116	60804	0
2141	35165	60765	0
19245	14125	60717	0
47168	29760	60736	0
24048	39664	60912	0
1022	8190	60926	32
23075	35875	60707	-56
24888	52536	60728	0
49247	8543	60767	-41
4900	13604	60708	0
22656	2944	60800	0
34117	60997	60997	0
55555	59907	60931	64
48947	50483	60979	76
59533	25997	61069	0
21312	9024	60992	0
21415	9127	61095	105
813	7981	60973	0
19419	14299	61147	118
1999	33231	61135	115
20155	40635	61115	110
21521	52241	60945	0
13670	53094	61030	33
19289	14169	61017	0
58483	15475	61043	92
41318	24934	61030	33
16151	55831	60951	69
13611	53035	60971	74
21514	52234	60938	33
13499	36283	61115	110
45583	7695	60943	67
49013	50549	61045	0
64843	2123	61003	82
63485	17149	61181	0
38697	46889	60969	0
59188	10292	60980	0
24593	38417	60945	0
57641	61225	61225	0
36524	14508	61356	0
56980	37524	61332	0
36810	35786	61386	56
6096	9424	61392	0
11070	39998	61246	56
60124	10716	61404	0
37576	21448	61384	0
15096	24824	61432	0
45247	49087	61375	111
32783	4111	61199	67
58390	15382	61206	56
60873	23753	61385	0
23719	54951	61351	105
24385	1601	61249	0
22307	11299	61219	72
17375	61663	61663	-9
15990	21110	61558	16
20526	56878	61486	16
25904	36656	61488	0
42224	46320	61680	0
9311	22879	61535	-41
7862	58038	61622	16
3835	10235	61691	-2
30535	16199	61511	-47
65179	48539	61595	-26
57387	37931	61483	-54
63579	28251	61531	-42
4946	13650	61522	16
9037	48205	61517	0
61033	5993	61545	0
55543	58359	61687	-3
50361	14009	61625	0
6480	29008	61520	0
14042	31450	61658	16
21531	52251	61467	-58
39195	55579	61467	-58
37511	21383	61575	-31
23696	54928	61584	0
27440	15664	61488	0
28201	34857	61481	0
23072	35872	61472	0
7814	57990	61574	16
6552	29080	61592	0
43637	12661	61557	0
35113	39721	61481	0
34890	26698	61514	16
61297	42353	61553	0
45633	7745	61505	0
61431	42487	61687	-3
46032	51152	61648	0
18774	61782	61782	18
62991	22031	61711	67
28059	3483	61851	102
35229	39837	61853	0
51230	32542	61726	18
14405	5701	61765	0
52242	46610	61714	18
43153	17553	61841	0
2709	53909	61845	0
47963	25691	61787	86
36943	18255	61775	83
54066	51762	61746	18
10054	60230	61766	18
43051	17451	61739	74
11525	41477	61701	0
17684	9748	61716	0
41681	41937	61905	0
27883	44267	61931	122
56909	37453	61773	0
45772	7884	61900	0
27496	15720	61800	0
46842	55546	61946	18
38734	46926	61774	18
28972	16428	61740	0
59684	47396	61732	0
11384	54392	61816	0
21018	37658	61722	18
2192	35216	61840	0
18384	2512	61904	0
13464	36248	61848	0
31018	61994	61994	30
62958	28654	62190	30
30611	16275	62099	100
1913	33145	62073	0
18904	61912	62168	0
26773	42645	62101	0
55491	58307	62147	112
21899	24203	62091	98
64413	5021	62109	0
47134	29726	61982	30
23172	35972	62084	0
7262	43102	62046	30
12705	31137	62113	0
7522	6242	62050	30
58815	55231	62143	111
34916	26724	62052	0
3802	10202	62170	30
58008	3224	62104	0
1239	40919	62167	117
63947	21963	62155	114
381	57213	62077	0
60734	23614	62014	30
48769	32897	62081	0
41938	38866	62162	30
38025	37257	62089	0
55099	5179	62011	78
56691	13427	62067	92
39530	43370	62058	30
59003	14971	62075	94
6029	9357	62093	0
20920	39096	62136	0
8077	33933	62093	0
42633	20873	62089	0
17443	40995	61987	72
53570	834	62018	30
22833	52785	62001	0
3782	10182	62150	30
47758	56462	62094	30
22136	56696	62072	0
22427	11419	62107	102
23867	39483	62011	78
59968	10560	62016	0
62166	62422	62422	60
6972	26428	62268	0
63684	28356	62404	0
46388	50228	62260	0
41942	38870	62422	60
36524	14508	62380	0
9323	22891	62315	-102
31114	62090	62346	60
22345	11337	62281	0
46463	50303	62335	-97
54671	48783	62351	-93
9214	48382	62462	60
7257	43097	62297	0
33150	53630	62334	60
41565	41821	62301	0
26214	49254	62310	60
3595	9995	62219	-126
17932	18700	62220	0
34660	18020	62308	0
51961	27385	62457	0
58634	55050	62218	60
57990	3206	62342	60
28848	1456	62384	0
49920	59136	62208	0
18351	2479	62383	-85
53669	933	62373	0
33996	42188	62412	0
6741	6741	62293	0
64098	4450	62306	60
606	17246	62302	60
27383	28919	62455	-67
63140	22180	62372	0
32228	49892	62436	0
63437	17101	62413	0
29085	16541	62365	0
65080	48440	62264	0
38753	46945	62305	0
16041	21161	62377	0
9041	48209	62289	0
42090	46186	62314	60
46388	50228	62260	0
63650	28322	62370	60
36636	35612	62236	0
21947	24251	62395	-82
19833	36473	62329	0
36464	14448	62320	0
8541	20061	62301	0
12712	31144	62376	0
48955	50491	62267	-114
39206	55590	62246	60
15578	31962	62426	60
49205	8501	62261	0
7731	57907	62259	-116
43046	17446	62246	60
60498	7250	62290	60
9237	22805	62229	0
47706	56410	62298	60
43973	57541	62405	0
42008	46104	62232	0
27460	15684	62276	0
24999	52647	62375	-87
51933	27357	62429	0
34070	60950	62230	60
65155	48515	62339	-96
59955	10547	62259	-116
9277	22845	62269	0
20420	16836	62404	0
44860	13116	62268	0
50992	42800	62256	0
10583	27479	62295	-107
57751	61335	62359	-91
23195	35995	62363	-90
27227	28763	62299	-106
42816	19520	62272	0
58219	34155	62315	-102
37606	21478	62438	60
18426	2554	62458	60
21238	37878	62454	60
11983	59855	62415	-77
48394	1802	62218	60
11036	39964	62236	0
30557	16221	62301	0
23453	20637	62365	0
49847	31671	62391	-83
30032	592	62288	0
48065	25793	62401	0
6957	26413	62253	0
2301	35325	62461	0
7736	57912	62264	0
31260	23324	62236	0
17071	175	62383	-85
8940	46572	62444	0
9929	44745	62409	0
45563	46075	62459	-66
12107	2635	62283	-110
